,Uid,PepPerHos
41951,-155.07398_19.68736,2.58
41952,-155.07401_19.68764,2.58
41953,-155.07403_19.68791,2.58
41954,-155.07406_19.68832,2.58
41955,-155.07409_19.68874,2.58
41956,-155.07412_19.68901,2.58
41957,-155.07414_19.68929,2.58
41958,-155.07338_19.68934,2.58
41959,-155.07336_19.68907,2.58
41960,-155.07334_19.68879,2.58
41961,-155.07331_19.68852,2.58
41962,-155.07344_19.68825,2.58
41963,-155.07327_19.68797,2.58
41964,-155.07325_19.68769,2.58
41965,-155.07322_19.68742,2.58
41966,-155.07320_19.68714,2.58
41967,-155.07318_19.68687,2.58
41968,-155.07316_19.68660,2.58
41969,-155.07314_19.68632,2.58
41970,-155.07311_19.68605,2.58
41971,-155.07309_19.68577,2.58
41972,-155.07305_19.68522,2.58
41973,-155.07530_19.68629,2.58
41974,-155.07532_19.68653,2.58
41975,-155.07534_19.68678,2.58
41976,-155.07536_19.68702,2.58
41977,-155.07538_19.68726,2.58
41978,-155.07540_19.68750,2.58
41979,-155.07542_19.68775,2.58
41980,-155.07544_19.68799,2.58
41981,-155.07546_19.68823,2.58
41982,-155.07548_19.68848,2.58
41983,-155.07550_19.68873,2.58
41984,-155.07553_19.68899,2.58
41985,-155.07555_19.68922,2.58
41986,-155.07478_19.68927,2.58
41987,-155.07477_19.68904,2.58
41988,-155.07474_19.68879,2.58
41989,-155.07470_19.68829,2.58
41990,-155.07469_19.68805,2.58
41991,-155.07465_19.68756,2.58
41992,-155.07463_19.68731,2.58
41993,-155.07461_19.68707,2.58
41994,-155.07459_19.68683,2.58
41995,-155.07457_19.68658,2.58
41996,-155.07455_19.68634,2.58
41997,-155.07451_19.68585,2.58
41998,-155.07449_19.68561,2.58
41999,-155.07447_19.68536,2.58
42000,-155.07445_19.68509,2.58
42001,-155.07442_19.68479,2.58
42002,-155.07526_19.68578,2.58
42003,-155.07524_19.68557,2.58
42004,-155.07523_19.68536,2.58
42005,-155.07519_19.68493,2.58
42006,-155.07166_19.68874,2.58
42007,-155.07239_19.68925,2.58
42008,-155.07151_19.68928,2.58
42009,-155.07149_19.68896,2.58
42010,-155.07521_19.68514,2.58
42011,-155.07538_19.68453,2.58
42012,-155.07505_19.68442,2.58
42013,-155.07507_19.68470,2.58
42014,-155.07264_19.68786,2.58
42015,-155.07105_19.68556,2.58
42016,-155.07021_19.68567,2.58
42017,-155.07278_19.68477,2.58
42018,-155.07257_19.68699,2.58
42019,-155.07290_19.68921,2.58
42020,-155.07169_19.68812,2.58
42021,-155.07270_19.68842,2.58
42022,-155.07019_19.68536,2.58
42023,-155.07215_19.68868,2.58
42024,-155.07185_19.68926,2.58
42025,-155.07312_19.68494,2.58
42026,-155.07184_19.68894,2.58
42027,-155.07316_19.68824,2.58
42028,-155.07402_19.68627,2.58
42029,-155.07168_19.68543,2.58
42030,-155.07026_19.68425,2.58
42031,-155.07081_19.68277,2.58
42032,-155.07212_19.68162,2.58
42033,-155.07224_19.68211,2.58
42034,-155.07217_19.68259,2.58
42035,-155.07221_19.68312,2.58
42036,-155.07136_19.68359,2.58
42037,-155.07171_19.68355,2.58
42038,-155.07222_19.68373,2.58
42039,-155.07139_19.68392,2.58
42040,-155.07173_19.68387,2.58
42041,-155.07204_19.68412,2.58
42042,-155.07227_19.68411,2.58
42043,-155.07248_19.68409,2.58
42044,-155.07285_19.68405,2.58
42045,-155.07318_19.68403,2.58
42046,-155.07282_19.68353,2.58
42047,-155.07290_19.68261,2.58
42048,-155.07288_19.68235,2.58
42049,-155.07269_19.68197,2.58
42050,-155.07295_19.68136,2.58
42051,-155.07338_19.67955,2.58
42052,-155.07475_19.67932,2.58
42053,-155.07655_19.68335,2.58
42054,-155.07620_19.67922,2.58
42055,-155.07014_19.68215,2.58
42056,-155.06969_19.67969,2.58
42057,-155.07067_19.68067,2.58
42058,-155.06985_19.68293,2.58
42059,-155.06997_19.68113,2.58
42060,-155.06993_19.68090,2.58
42061,-155.07018_19.68134,2.58
42062,-155.07197_19.67999,2.58
42063,-155.07199_19.68022,2.58
42064,-155.07201_19.68046,2.58
42065,-155.07203_19.68070,2.58
42066,-155.07205_19.68093,2.58
42067,-155.07136_19.68178,2.58
42068,-155.07134_19.68153,2.58
42069,-155.07130_19.68105,2.58
42070,-155.07122_19.68008,2.58
42071,-155.07120_19.67983,2.58
42072,-155.07118_19.67958,2.58
42073,-155.07057_19.68358,2.58
42074,-155.06989_19.68067,2.58
42075,-155.06983_19.68139,2.58
42076,-155.07595_19.68382,2.58
42077,-155.07560_19.68370,2.58
42078,-155.07389_19.68399,2.58
42079,-155.07369_19.68338,2.58
42080,-155.07363_19.68263,2.58
42081,-155.07358_19.68202,2.58
42082,-155.07353_19.68140,2.58
42083,-155.07349_19.68097,2.58
42084,-155.07333_19.68051,2.58
42085,-155.07342_19.68004,2.58
42086,-155.07355_19.68165,2.58
42087,-155.07674_19.68376,2.58
42088,-155.07641_19.68378,2.58
42089,-155.07651_19.68307,2.58
42090,-155.07650_19.68282,2.58
42091,-155.07647_19.68256,2.58
42092,-155.07643_19.68205,2.58
42093,-155.07639_19.68153,2.58
42094,-155.07637_19.68127,2.58
42095,-155.07635_19.68101,2.58
42096,-155.07633_19.68076,2.58
42097,-155.07631_19.68050,2.58
42098,-155.07629_19.68024,2.58
42099,-155.07626_19.67998,2.58
42100,-155.07609_19.67975,2.58
42101,-155.07554_19.67926,2.58
42102,-155.07554_19.67952,2.58
42103,-155.07547_19.68004,2.58
42104,-155.07549_19.68030,2.58
42105,-155.07551_19.68056,2.58
42106,-155.07554_19.68082,2.58
42107,-155.07558_19.68133,2.58
42108,-155.07560_19.68159,2.58
42109,-155.07562_19.68185,2.58
42110,-155.07564_19.68210,2.58
42111,-155.07568_19.68262,2.58
42112,-155.07571_19.68288,2.58
42113,-155.07592_19.68341,2.58
42114,-155.07367_19.68313,2.58
42115,-155.07476_19.67956,2.58
42116,-155.07478_19.67981,2.58
42117,-155.07480_19.68001,2.58
42118,-155.07483_19.68035,2.58
42119,-155.07484_19.68051,2.58
42120,-155.07486_19.68068,2.58
42121,-155.07489_19.68105,2.58
42122,-155.07491_19.68129,2.58
42123,-155.07493_19.68154,2.58
42124,-155.07495_19.68179,2.58
42125,-155.07497_19.68203,2.58
42126,-155.07499_19.68228,2.58
42127,-155.07501_19.68253,2.58
42128,-155.07503_19.68278,2.58
42129,-155.07505_19.68302,2.58
42130,-155.07507_19.68327,2.58
42131,-155.07509_19.68351,2.58
42132,-155.07528_19.68388,2.58
42133,-155.07496_19.68390,2.58
42134,-155.07452_19.68393,2.58
42135,-155.07420_19.68396,2.58
42136,-155.07433_19.68357,2.58
42137,-155.07431_19.68332,2.58
42138,-155.07429_19.68308,2.58
42139,-155.07427_19.68283,2.58
42140,-155.07425_19.68258,2.58
42141,-155.07423_19.68234,2.58
42142,-155.07421_19.68209,2.58
42143,-155.07419_19.68184,2.58
42144,-155.07415_19.68135,2.58
42145,-155.07413_19.68115,2.58
42146,-155.07410_19.68072,2.58
42147,-155.07408_19.68051,2.58
42148,-155.07406_19.68033,2.58
42149,-155.07404_19.68011,2.58
42150,-155.07402_19.67986,2.58
42151,-155.07400_19.67962,2.58
42152,-155.07398_19.67938,2.58
42153,-155.07076_19.68148,2.58
42154,-155.07487_19.68084,2.58
42155,-155.07481_19.68018,2.58
42156,-155.07301_19.68195,2.58
42157,-155.07411_19.68096,2.58
42158,-155.07207_19.68116,2.58
42159,-155.07259_19.68097,2.58
42160,-155.07371_19.68363,2.58
42161,-155.07060_19.68033,2.58
42162,-155.07048_19.67973,2.58
42163,-155.07209_19.68139,2.58
42164,-155.07276_19.67948,2.58
42165,-155.07360_19.68401,2.58
42166,-155.07263_19.68147,2.58
42167,-155.07286_19.68031,2.58
42168,-155.07020_19.68351,2.58
42169,-155.07126_19.68057,2.58
42170,-155.07014_19.68161,2.58
42171,-155.07361_19.68238,2.58
42172,-155.07132_19.68129,2.58
42173,-155.07193_19.67952,2.58
42174,-155.07085_19.68413,2.58
42175,-155.07055_19.68412,2.58
42176,-155.07039_19.68292,2.58
42177,-155.07142_19.68215,2.58
42178,-155.07128_19.68317,2.58
42179,-155.06983_19.68040,2.58
42180,-155.07124_19.68033,2.58
42181,-155.07077_19.68226,2.58
42182,-155.07079_19.68252,2.58
42183,-155.07141_19.68424,2.58
42184,-155.07013_19.68188,2.58
42185,-155.06981_19.68194,2.58
42186,-155.07124_19.68267,2.58
42187,-155.07180_19.68315,2.58
42188,-155.07091_19.68300,2.58
42189,-155.07099_19.68330,2.58
42190,-155.07314_19.68351,2.58
42191,-155.07282_19.68006,2.58
42192,-155.07242_19.67960,2.58
42193,-155.07015_19.68256,2.58
42194,-155.06988_19.68243,2.58
42195,-155.07291_19.68312,2.58
42196,-155.07073_19.68100,2.58
42197,-155.07291_19.68087,2.58
42198,-155.07192_19.68213,2.58
42199,-155.07360_19.68056,2.58
42200,-155.07023_19.68386,2.58
42201,-155.07252_19.68061,2.58
42202,-155.07288_19.68060,2.58
42203,-155.07055_19.68007,2.58
42204,-155.07520_19.67940,2.58
42205,-155.08444_19.68474,2.58
42206,-155.08670_19.68610,2.58
42207,-155.08841_19.68349,2.58
42208,-155.08876_19.68346,2.58
42209,-155.08906_19.68344,2.58
42210,-155.08905_19.68474,2.58
42211,-155.08952_19.68470,2.58
42212,-155.08908_19.68523,2.58
42213,-155.08964_19.68554,2.58
42214,-155.08881_19.68564,2.58
42215,-155.08949_19.68609,2.58
42216,-155.08884_19.68610,2.58
42217,-155.08964_19.68643,2.58
42218,-155.08966_19.68668,2.58
42219,-155.08974_19.68697,2.58
42220,-155.08868_19.68706,2.58
42221,-155.08977_19.68736,2.58
42222,-155.08974_19.68767,2.58
42223,-155.08976_19.68792,2.58
42224,-155.08932_19.68821,2.58
42225,-155.08927_19.68795,2.58
42226,-155.08435_19.68375,2.58
42227,-155.08498_19.68407,2.58
42228,-155.08630_19.68376,2.58
42229,-155.08594_19.68615,2.58
42230,-155.08926_19.68556,2.58
42231,-155.08672_19.68630,2.58
42232,-155.08674_19.68651,2.58
42233,-155.08679_19.68715,2.58
42234,-155.08680_19.68736,2.58
42235,-155.08682_19.68756,2.58
42236,-155.08687_19.68820,2.58
42237,-155.08689_19.68842,2.58
42238,-155.08596_19.68636,2.58
42239,-155.08597_19.68657,2.58
42240,-155.08599_19.68677,2.58
42241,-155.08601_19.68699,2.58
42242,-155.08604_19.68741,2.58
42243,-155.08605_19.68762,2.58
42244,-155.08609_19.68805,2.58
42245,-155.08611_19.68826,2.58
42246,-155.08695_19.68372,2.58
42247,-155.08737_19.68369,2.58
42248,-155.08771_19.68367,2.58
42249,-155.08792_19.68365,2.58
42250,-155.08813_19.68363,2.58
42251,-155.08940_19.68739,2.58
42252,-155.08906_19.68741,2.58
42253,-155.08871_19.68743,2.58
42254,-155.08652_19.68374,2.58
42255,-155.08673_19.68373,2.58
42256,-155.08655_19.68412,2.58
42257,-155.08656_19.68432,2.58
42258,-155.08658_19.68451,2.58
42259,-155.08659_19.68471,2.58
42260,-155.08662_19.68511,2.58
42261,-155.08664_19.68530,2.58
42262,-155.08665_19.68550,2.58
42263,-155.08669_19.68589,2.58
42264,-155.08383_19.68381,2.58
42265,-155.08357_19.68383,2.58
42266,-155.08329_19.68385,2.58
42267,-155.08283_19.68393,2.58
42268,-155.08857_19.68477,2.58
42269,-155.08584_19.68493,2.58
42270,-155.08586_19.68518,2.58
42271,-155.08588_19.68543,2.58
42272,-155.08590_19.68568,2.58
42273,-155.08592_19.68592,2.58
42274,-155.08925_19.68770,2.58
42275,-155.08879_19.68773,2.58
42276,-155.08916_19.68647,2.58
42277,-155.08870_19.68650,2.58
42278,-155.08872_19.68675,2.58
42279,-155.08918_19.68671,2.58
42280,-155.08881_19.68798,2.58
42281,-155.08857_19.68502,2.58
42282,-155.08363_19.68857,2.58
42283,-155.08386_19.68856,2.58
42284,-155.08412_19.68859,2.58
42285,-155.08427_19.68843,2.58
42286,-155.08424_19.68811,2.58
42287,-155.08407_19.68798,2.58
42288,-155.08382_19.68804,2.58
42289,-155.08359_19.68806,2.58
42290,-155.08365_19.68778,2.58
42291,-155.08364_19.68756,2.58
42292,-155.08396_19.68768,2.58
42293,-155.08418_19.68765,2.58
42294,-155.08419_19.68734,2.58
42295,-155.08413_19.68704,2.58
42296,-155.08391_19.68704,2.58
42297,-155.08361_19.68720,2.58
42298,-155.08359_19.68698,2.58
42299,-155.08320_19.68868,2.58
42300,-155.08318_19.68847,2.58
42301,-155.08317_19.68827,2.58
42302,-155.08315_19.68806,2.58
42303,-155.08313_19.68785,2.58
42304,-155.08312_19.68765,2.58
42305,-155.08310_19.68744,2.58
42306,-155.08308_19.68723,2.58
42307,-155.08307_19.68703,2.58
42308,-155.08305_19.68682,2.58
42309,-155.08303_19.68662,2.58
42310,-155.08302_19.68642,2.58
42311,-155.08300_19.68621,2.58
42312,-155.08298_19.68600,2.58
42313,-155.08297_19.68580,2.58
42314,-155.08295_19.68560,2.58
42315,-155.08293_19.68539,2.58
42316,-155.08291_19.68517,2.58
42317,-155.08296_19.68491,2.58
42318,-155.08286_19.68467,2.58
42319,-155.08285_19.68444,2.58
42320,-155.08283_19.68421,2.58
42321,-155.08337_19.68409,2.58
42322,-155.08338_19.68430,2.58
42323,-155.08340_19.68450,2.58
42324,-155.08338_19.68533,2.58
42325,-155.08360_19.68532,2.58
42326,-155.08386_19.68526,2.58
42327,-155.08403_19.68538,2.58
42328,-155.08405_19.68570,2.58
42329,-155.08391_19.68584,2.58
42330,-155.08364_19.68582,2.58
42331,-155.08342_19.68583,2.58
42332,-155.08344_19.68619,2.58
42333,-155.08366_19.68618,2.58
42334,-155.08388_19.68617,2.58
42335,-155.08410_19.68615,2.58
42336,-155.08413_19.68666,2.58
42337,-155.08392_19.68667,2.58
42338,-155.08370_19.68669,2.58
42339,-155.08348_19.68671,2.58
42340,-155.08938_19.68700,2.58
42341,-155.08903_19.68702,2.58
42342,-155.08833_19.68863,2.58
42343,-155.08891_19.68868,2.58
42344,-155.08942_19.68877,2.58
42345,-155.08984_19.68860,2.58
42346,-155.08896_19.68931,2.58
42347,-155.08947_19.68941,2.58
42348,-155.08947_19.68994,2.58
42349,-155.08911_19.69227,2.58
42350,-155.08953_19.69218,2.58
42351,-155.09010_19.69212,2.58
42352,-155.09013_19.69244,2.58
42353,-155.08955_19.69258,2.58
42354,-155.08839_19.68943,2.58
42355,-155.08828_19.68982,2.58
42356,-155.08846_19.69022,2.58
42357,-155.08855_19.69141,2.58
42358,-155.08873_19.69180,2.58
42359,-155.08861_19.69215,2.58
42360,-155.08863_19.69250,2.58
42361,-155.08851_19.69308,2.58
42362,-155.08775_19.69313,2.58
42363,-155.08788_19.69265,2.58
42364,-155.08785_19.69225,2.58
42365,-155.08782_19.69186,2.58
42366,-155.08779_19.69146,2.58
42367,-155.08776_19.69106,2.58
42368,-155.08773_19.69067,2.58
42369,-155.08770_19.69037,2.58
42370,-155.08766_19.68988,2.58
42371,-155.08763_19.68948,2.58
42372,-155.08760_19.68909,2.58
42373,-155.08757_19.68868,2.58
42374,-155.08643_19.69328,2.58
42375,-155.08952_19.69056,2.58
42376,-155.08865_19.69270,2.58
42377,-155.08677_19.69318,2.58
42378,-155.08948_19.69188,2.58
42379,-155.09001_19.69187,2.58
42380,-155.08970_19.69157,2.58
42381,-155.08937_19.68850,2.58
42382,-155.08638_19.69098,2.58
42383,-155.08634_19.69073,2.58
42384,-155.08628_19.69024,2.58
42385,-155.08626_19.69000,2.58
42386,-155.08624_19.68975,2.58
42387,-155.08622_19.68951,2.58
42388,-155.08620_19.68926,2.58
42389,-155.08618_19.68902,2.58
42390,-155.08615_19.68873,2.58
42391,-155.08694_19.68897,2.58
42392,-155.08696_19.68921,2.58
42393,-155.08698_19.68945,2.58
42394,-155.08700_19.68970,2.58
42395,-155.08702_19.68995,2.58
42396,-155.08704_19.69019,2.58
42397,-155.08706_19.69044,2.58
42398,-155.08710_19.69068,2.58
42399,-155.08716_19.69118,2.58
42400,-155.08718_19.69142,2.58
42401,-155.08720_19.69166,2.58
42402,-155.08721_19.69191,2.58
42403,-155.08723_19.69216,2.58
42404,-155.08725_19.69240,2.58
42405,-155.08727_19.69265,2.58
42406,-155.08729_19.69288,2.58
42407,-155.08718_19.69322,2.58
42408,-155.08746_19.69320,2.58
42409,-155.08914_19.69266,2.58
42410,-155.08915_19.69308,2.58
42411,-155.08979_19.69278,2.58
42412,-155.08991_19.68940,2.58
42413,-155.08643_19.69161,2.58
42414,-155.08769_19.69018,2.58
42415,-155.08637_19.69294,2.58
42416,-155.08944_19.69305,2.58
42417,-155.09005_19.69096,2.58
42418,-155.08639_19.69239,2.58
42419,-155.08917_19.69159,2.58
42420,-155.08909_19.69191,2.58
42421,-155.08843_19.69179,2.58
42422,-155.09013_19.69155,2.58
42423,-155.08960_19.69128,2.58
42424,-155.08910_19.69129,2.58
42425,-155.08908_19.69098,2.58
42426,-155.08502_19.69345,2.58
42427,-155.08498_19.69292,2.58
42428,-155.08496_19.69265,2.58
42429,-155.08491_19.69212,2.58
42430,-155.08489_19.69186,2.58
42431,-155.08487_19.69159,2.58
42432,-155.08480_19.69066,2.58
42433,-155.08476_19.69013,2.58
42434,-155.08472_19.68960,2.58
42435,-155.08470_19.68934,2.58
42436,-155.08468_19.68907,2.58
42437,-155.08544_19.68883,2.58
42438,-155.08571_19.68887,2.58
42439,-155.08549_19.68945,2.58
42440,-155.08522_19.68946,2.58
42441,-155.08553_19.68988,2.58
42442,-155.08584_19.69043,2.58
42443,-155.08557_19.69050,2.58
42444,-155.08586_19.69125,2.58
42445,-155.08566_19.69165,2.58
42446,-155.08547_19.69273,2.58
42447,-155.08574_19.69270,2.58
42448,-155.08579_19.69332,2.58
42449,-155.08358_19.69352,2.58
42450,-155.08356_19.69320,2.58
42451,-155.08353_19.69290,2.58
42452,-155.08351_19.69260,2.58
42453,-155.08349_19.69230,2.58
42454,-155.08346_19.69199,2.58
42455,-155.08344_19.69168,2.58
42456,-155.08341_19.69137,2.58
42457,-155.08339_19.69106,2.58
42458,-155.08336_19.69075,2.58
42459,-155.08334_19.69044,2.58
42460,-155.08332_19.69014,2.58
42461,-155.08329_19.68983,2.58
42462,-155.08327_19.68953,2.58
42463,-155.08325_19.68922,2.58
42464,-155.08322_19.68893,2.58
42465,-155.08371_19.68895,2.58
42466,-155.08401_19.68890,2.58
42467,-155.08430_19.68897,2.58
42468,-155.08433_19.68941,2.58
42469,-155.08406_19.68953,2.58
42470,-155.08376_19.68951,2.58
42471,-155.08379_19.68993,2.58
42472,-155.08409_19.68988,2.58
42473,-155.08437_19.68995,2.58
42474,-155.08441_19.69040,2.58
42475,-155.08414_19.69051,2.58
42476,-155.08384_19.69050,2.58
42477,-155.08387_19.69091,2.58
42478,-155.08445_19.69087,2.58
42479,-155.08449_19.69143,2.58
42480,-155.08420_19.69145,2.58
42481,-155.08392_19.69147,2.58
42482,-155.08395_19.69187,2.58
42483,-155.08425_19.69182,2.58
42484,-155.08453_19.69190,2.58
42485,-155.08457_19.69232,2.58
42486,-155.08430_19.69243,2.58
42487,-155.08399_19.69242,2.58
42488,-155.08402_19.69282,2.58
42489,-155.08433_19.69277,2.58
42490,-155.08461_19.69285,2.58
42491,-155.08464_19.69330,2.58
42492,-155.08438_19.69343,2.58
42493,-155.08407_19.69341,2.58
42494,-155.09007_19.69124,2.58
42495,-155.08942_19.68916,2.58
42496,-155.07847_19.68922,2.58
42497,-155.07989_19.68918,2.58
42498,-155.08049_19.68908,2.58
42499,-155.08271_19.68913,2.58
42500,-155.08280_19.69020,2.58
42501,-155.08273_19.69102,2.58
42502,-155.08288_19.69124,2.58
42503,-155.08293_19.69189,2.58
42504,-155.08298_19.69254,2.58
42505,-155.08247_19.69363,2.58
42506,-155.08226_19.69312,2.58
42507,-155.08224_19.69286,2.58
42508,-155.08222_19.69261,2.58
42509,-155.08220_19.69234,2.58
42510,-155.08216_19.69182,2.58
42511,-155.08214_19.69156,2.58
42512,-155.08212_19.69129,2.58
42513,-155.08209_19.69090,2.58
42514,-155.08205_19.69038,2.58
42515,-155.08245_19.69337,2.58
42516,-155.07992_19.68951,2.58
42517,-155.07994_19.68984,2.58
42518,-155.07997_19.69017,2.58
42519,-155.07999_19.69049,2.58
42520,-155.08002_19.69082,2.58
42521,-155.08004_19.69114,2.58
42522,-155.08007_19.69147,2.58
42523,-155.08010_19.69180,2.58
42524,-155.08012_19.69212,2.58
42525,-155.08015_19.69245,2.58
42526,-155.08017_19.69277,2.58
42527,-155.08020_19.69310,2.58
42528,-155.08025_19.69376,2.58
42529,-155.07946_19.69348,2.58
42530,-155.07944_19.69315,2.58
42531,-155.07939_19.69256,2.58
42532,-155.07936_19.69212,2.58
42533,-155.07933_19.69185,2.58
42534,-155.07931_19.69152,2.58
42535,-155.07946_19.69121,2.58
42536,-155.07923_19.69055,2.58
42537,-155.07921_19.69022,2.58
42538,-155.07918_19.68989,2.58
42539,-155.07915_19.68957,2.58
42540,-155.07913_19.68924,2.58
42541,-155.08310_19.69358,2.58
42542,-155.08290_19.69150,2.58
42543,-155.07937_19.69234,2.58
42544,-155.07820_19.69381,2.58
42545,-155.08208_19.68902,2.58
42546,-155.08286_19.69360,2.58
42547,-155.08213_19.68966,2.58
42548,-155.08051_19.68928,2.58
42549,-155.08052_19.68949,2.58
42550,-155.08054_19.68969,2.58
42551,-155.08056_19.68990,2.58
42552,-155.08057_19.69010,2.58
42553,-155.08059_19.69030,2.58
42554,-155.08061_19.69051,2.58
42555,-155.08062_19.69072,2.58
42556,-155.08064_19.69092,2.58
42557,-155.08066_19.69112,2.58
42558,-155.08068_19.69132,2.58
42559,-155.08069_19.69153,2.58
42560,-155.08071_19.69173,2.58
42561,-155.08072_19.69193,2.58
42562,-155.08074_19.69214,2.58
42563,-155.08076_19.69234,2.58
42564,-155.08078_19.69255,2.58
42565,-155.08079_19.69276,2.58
42566,-155.08081_19.69296,2.58
42567,-155.08082_19.69316,2.58
42568,-155.08084_19.69337,2.58
42569,-155.08071_19.69369,2.58
42570,-155.08101_19.69366,2.58
42571,-155.08154_19.69362,2.58
42572,-155.08183_19.69360,2.58
42573,-155.08166_19.69331,2.58
42574,-155.08164_19.69310,2.58
42575,-155.08163_19.69290,2.58
42576,-155.08161_19.69270,2.58
42577,-155.08159_19.69249,2.58
42578,-155.08158_19.69228,2.58
42579,-155.08156_19.69207,2.58
42580,-155.08154_19.69187,2.58
42581,-155.08153_19.69167,2.58
42582,-155.08151_19.69146,2.58
42583,-155.08149_19.69126,2.58
42584,-155.08148_19.69106,2.58
42585,-155.08146_19.69086,2.58
42586,-155.08144_19.69065,2.58
42587,-155.08143_19.69045,2.58
42588,-155.08141_19.69024,2.58
42589,-155.08139_19.69004,2.58
42590,-155.08138_19.68984,2.58
42591,-155.08136_19.68963,2.58
42592,-155.08134_19.68943,2.58
42593,-155.08133_19.68922,2.58
42594,-155.08131_19.68902,2.58
42595,-155.08296_19.69227,2.58
42596,-155.07848_19.68942,2.58
42597,-155.07850_19.68961,2.58
42598,-155.07851_19.68980,2.58
42599,-155.07853_19.68999,2.58
42600,-155.07854_19.69018,2.58
42601,-155.07856_19.69037,2.58
42602,-155.07857_19.69056,2.58
42603,-155.07859_19.69075,2.58
42604,-155.07860_19.69094,2.58
42605,-155.07862_19.69113,2.58
42606,-155.07863_19.69131,2.58
42607,-155.07865_19.69150,2.58
42608,-155.07866_19.69170,2.58
42609,-155.07868_19.69189,2.58
42610,-155.07869_19.69208,2.58
42611,-155.07871_19.69226,2.58
42612,-155.07872_19.69246,2.58
42613,-155.07874_19.69265,2.58
42614,-155.07875_19.69284,2.58
42615,-155.07877_19.69303,2.58
42616,-155.07787_19.69384,2.58
42617,-155.07801_19.69347,2.58
42618,-155.07799_19.69327,2.58
42619,-155.07798_19.69308,2.58
42620,-155.07796_19.69289,2.58
42621,-155.07795_19.69270,2.58
42622,-155.07793_19.69251,2.58
42623,-155.07792_19.69232,2.58
42624,-155.07790_19.69213,2.58
42625,-155.07789_19.69194,2.58
42626,-155.07787_19.69175,2.58
42627,-155.07786_19.69156,2.58
42628,-155.07784_19.69137,2.58
42629,-155.07781_19.69099,2.58
42630,-155.07780_19.69080,2.58
42631,-155.07778_19.69061,2.58
42632,-155.07777_19.69042,2.58
42633,-155.07775_19.69023,2.58
42634,-155.07774_19.69004,2.58
42635,-155.07773_19.68985,2.58
42636,-155.07771_19.68966,2.58
42637,-155.07770_19.68947,2.58
42638,-155.07768_19.68928,2.58
42639,-155.08218_19.69208,2.58
42640,-155.08282_19.69046,2.58
42641,-155.08185_19.68971,2.58
42642,-155.08201_19.68999,2.58
42643,-155.08202_19.68932,2.58
42644,-155.08284_19.69072,2.58
42645,-155.08296_19.69094,2.58
42646,-155.08276_19.68975,2.58
42647,-155.07918_19.69119,2.58
42648,-155.07705_19.68440,2.58
42649,-155.07857_19.68432,2.58
42650,-155.07890_19.68445,2.58
42651,-155.07881_19.68536,2.58
42652,-155.07887_19.68598,2.58
42653,-155.07890_19.68635,2.58
42654,-155.07895_19.68697,2.58
42655,-155.07911_19.68735,2.58
42656,-155.07902_19.68784,2.58
42657,-155.07907_19.68846,2.58
42658,-155.07985_19.68865,2.58
42659,-155.07969_19.68827,2.58
42660,-155.07977_19.68768,2.58
42661,-155.07962_19.68725,2.58
42662,-155.07975_19.68690,2.58
42663,-155.07951_19.68628,2.58
42664,-155.07962_19.68593,2.58
42665,-155.07952_19.68470,2.58
42666,-155.07948_19.68426,2.58
42667,-155.08246_19.68401,2.58
42668,-155.08138_19.68404,2.58
42669,-155.07893_19.68672,2.58
42670,-155.08213_19.68404,2.58
42671,-155.08232_19.68443,2.58
42672,-155.08243_19.68576,2.58
42673,-155.08246_19.68602,2.58
42674,-155.08248_19.68629,2.58
42675,-155.08250_19.68656,2.58
42676,-155.08254_19.68709,2.58
42677,-155.08259_19.68763,2.58
42678,-155.08261_19.68790,2.58
42679,-155.08263_19.68817,2.58
42680,-155.08265_19.68844,2.58
42681,-155.08268_19.68870,2.58
42682,-155.08191_19.68875,2.58
42683,-155.08189_19.68850,2.58
42684,-155.08187_19.68823,2.58
42685,-155.08185_19.68795,2.58
42686,-155.08183_19.68769,2.58
42687,-155.08180_19.68742,2.58
42688,-155.08178_19.68715,2.58
42689,-155.08176_19.68688,2.58
42690,-155.08174_19.68661,2.58
42691,-155.08172_19.68635,2.58
42692,-155.08169_19.68608,2.58
42693,-155.08167_19.68586,2.58
42694,-155.08166_19.68559,2.58
42695,-155.08164_19.68526,2.58
42696,-155.08159_19.68504,2.58
42697,-155.07885_19.68573,2.58
42698,-155.07954_19.68494,2.58
42699,-155.07886_19.68415,2.58
42700,-155.07960_19.68568,2.58
42701,-155.08011_19.68431,2.58
42702,-155.08013_19.68453,2.58
42703,-155.08014_19.68474,2.58
42704,-155.08016_19.68495,2.58
42705,-155.08018_19.68515,2.58
42706,-155.08019_19.68536,2.58
42707,-155.08021_19.68557,2.58
42708,-155.08023_19.68578,2.58
42709,-155.08025_19.68598,2.58
42710,-155.08026_19.68619,2.58
42711,-155.08028_19.68639,2.58
42712,-155.08030_19.68660,2.58
42713,-155.08031_19.68681,2.58
42714,-155.08033_19.68702,2.58
42715,-155.08035_19.68722,2.58
42716,-155.08036_19.68743,2.58
42717,-155.08038_19.68764,2.58
42718,-155.08040_19.68785,2.58
42719,-155.08041_19.68805,2.58
42720,-155.08043_19.68826,2.58
42721,-155.08045_19.68847,2.58
42722,-155.08047_19.68868,2.58
42723,-155.08048_19.68888,2.58
42724,-155.08130_19.68882,2.58
42725,-155.08128_19.68862,2.58
42726,-155.08126_19.68841,2.58
42727,-155.08124_19.68820,2.58
