,Uid,PepPerHos
6184,-159.32283_22.08826,2.96
6185,-159.32152_22.08790,2.96
6186,-159.31951_22.08916,2.96
6187,-159.31427_22.09219,2.96
6188,-159.31348_22.09229,2.96
6189,-159.31282_22.09310,2.96
6190,-159.70377_21.96507,2.92
6191,-159.70872_21.96456,2.92
6192,-159.70928_21.96492,2.92
6193,-159.70726_21.96393,2.92
6194,-159.71065_21.96583,2.92
6195,-159.71365_21.97146,2.92
6196,-159.70512_21.96451,2.92
6197,-159.70623_21.96210,2.92
6198,-159.71294_21.96731,2.92
6199,-159.67654_22.10546,2.92
6200,-159.67965_22.10309,2.92
6201,-159.68033_22.10082,2.92
6202,-159.64412_22.13184,2.92
6203,-159.65537_22.12833,2.92
6204,-159.65532_22.12874,2.92
6205,-159.37660_22.05431,2.67
6206,-159.37638_22.05422,2.67
6207,-159.39035_22.06175,2.67
6208,-159.39024_22.06204,2.67
6209,-159.66649_21.95279,2.92
6210,-159.66741_21.95653,2.92
6211,-159.58895_21.92084,3.13
6212,-159.58741_21.92116,3.13
6213,-159.58564_21.92046,3.13
6214,-159.58811_21.92242,3.13
6215,-159.58829_21.92246,3.13
6216,-159.58847_21.92331,3.13
6217,-159.58528_21.92146,3.13
6218,-159.58794_21.92623,3.13
6219,-159.58784_21.92684,3.13
6220,-159.52590_21.92899,2.87
6221,-159.52600_21.93020,2.87
6222,-159.52137_21.93192,2.87
6223,-159.51959_21.93118,2.87
6224,-159.51747_21.93192,2.87
6225,-159.52715_21.93313,2.87
6226,-159.52451_21.92599,2.87
6227,-159.52411_21.92589,2.87
6228,-159.49997_21.92223,2.62
6229,-159.50340_21.92681,2.87
6230,-159.50747_21.92938,2.87
6231,-159.50705_21.92710,2.87
6232,-159.50622_21.92771,2.87
6233,-159.50726_21.93025,2.87
6234,-159.49883_21.91887,2.62
6235,-159.49720_21.91820,2.62
6236,-159.31516_22.08887,2.96
6237,-159.31705_22.08846,2.96
6238,-159.31870_22.08572,2.96
6239,-159.31987_22.08978,2.96
6240,-159.31200_22.09235,2.96
6241,-159.31243_22.09211,2.96
6242,-159.32374_22.09581,2.96
6243,-159.32465_22.08723,2.96
6244,-159.32616_22.09659,2.96
6245,-159.32674_22.09678,2.96
6246,-159.32741_22.09700,2.96
6247,-159.32442_22.09666,2.96
6248,-159.34595_22.10063,2.96
6249,-159.34380_22.10118,2.96
6250,-159.34424_22.10147,2.96
6251,-159.34287_22.10233,2.96
6252,-159.34164_22.10070,2.96
6253,-159.31566_22.09395,2.96
6254,-159.31484_22.08487,2.96
6255,-159.31569_22.08493,2.96
6256,-159.31591_22.08442,2.96
6257,-159.32642_22.08140,2.96
6258,-159.32505_22.08266,2.96
6259,-159.35209_22.10015,3.0
6260,-159.32891_22.08546,2.96
6261,-159.33363_22.10077,2.96
6262,-159.33569_22.10048,2.96
6263,-159.32240_22.09360,2.96
6264,-159.32315_22.09130,2.96
6265,-159.32265_22.09108,2.96
6266,-159.32033_22.09127,2.96
6267,-159.39809_21.96307,3.23
6268,-159.39833_21.96509,3.23
6269,-159.37495_21.96912,2.67
6270,-159.36852_21.97056,2.67
6271,-159.36772_21.97273,2.67
6272,-159.36758_21.96436,2.67
6273,-159.36883_21.96434,2.67
6274,-159.37224_21.96671,2.67
6275,-159.37106_21.96636,2.67
6276,-159.37008_21.96672,2.67
6277,-159.37223_21.96730,2.67
6278,-159.37266_21.96774,2.67
6279,-159.34613_21.99409,3.23
6280,-159.36487_21.99074,2.67
6281,-159.34153_22.05398,2.6
6282,-159.34540_22.05847,2.6
6283,-159.34489_22.05567,2.6
6284,-159.34246_22.05764,2.6
6285,-159.34171_22.05810,2.6
6286,-159.34263_22.05466,2.6
6287,-159.34178_22.05566,2.6
6288,-159.34253_22.05425,2.6
6289,-159.34242_22.05247,2.6
6290,-159.34300_22.05377,2.6
6291,-159.34336_22.05369,2.6
6292,-159.34440_22.05434,2.6
6293,-159.36673_22.05864,2.6
6294,-159.37152_22.05360,2.6
6295,-159.37209_22.05387,2.6
6296,-159.37962_22.05843,2.67
6297,-159.37642_22.06147,2.67
6298,-159.37675_22.06131,2.67
6299,-159.37721_22.05671,2.67
6300,-159.37520_22.05908,2.67
6301,-159.37662_22.05794,2.67
6302,-159.37904_22.05772,2.67
6303,-159.36868_22.05061,2.6
6304,-159.38684_22.05880,2.67
6305,-159.38746_22.05731,2.67
6306,-159.36940_22.05301,2.6
6307,-159.37007_22.05244,2.6
6308,-159.36976_22.05212,2.6
6309,-159.37113_22.05245,2.6
6310,-159.38214_22.05871,2.67
6311,-159.38240_22.05801,2.67
6312,-159.38232_22.05972,2.67
6313,-159.38032_22.06084,2.67
6314,-159.38105_22.05987,2.67
6315,-159.38083_22.05997,2.67
6316,-159.38090_22.06020,2.67
6317,-159.38898_22.05641,2.67
6318,-159.35856_22.07220,2.6
6319,-159.31922_22.06444,2.96
6320,-159.37123_22.07630,2.67
6321,-159.37956_22.07349,2.67
6322,-159.36158_22.07277,2.6
6323,-159.35852_22.08732,2.67
6324,-159.34859_22.09254,2.67
6325,-159.36118_22.08921,2.67
6326,-159.35883_22.10413,3.0
6327,-159.34935_22.09850,2.67
6328,-159.34264_22.09308,2.67
6329,-159.33962_22.09945,2.96
6330,-159.32949_22.09521,2.96
6331,-159.32804_22.09569,2.96
6332,-159.31807_22.08859,2.96
6333,-159.32022_22.09068,2.96
6334,-159.31822_22.09177,2.96
6335,-159.31424_22.09495,2.96
6336,-159.32134_22.09470,2.96
6337,-159.32416_22.08913,2.96
6338,-159.32689_22.09683,2.96
6339,-159.32591_22.09609,2.96
6340,-159.32512_22.09723,2.96
6341,-159.32496_22.09719,2.96
6342,-159.32527_22.09671,2.96
6343,-159.32437_22.09678,2.96
6344,-159.32464_22.09563,2.96
6345,-159.32571_22.09566,2.96
6346,-159.34351_22.10080,2.96
6347,-159.34265_22.10071,2.96
6348,-159.33993_22.10065,2.96
6349,-159.31548_22.09368,2.96
6350,-159.31960_22.09380,2.96
6351,-159.32536_22.08220,2.96
6352,-159.32538_22.08297,2.96
6353,-159.33470_22.10149,2.96
6354,-159.32195_22.09265,2.96
6355,-159.32125_22.09236,2.96
6356,-159.32166_22.09065,2.96
6357,-159.32122_22.09161,2.96
6358,-159.32093_22.09222,2.96
6359,-159.32043_22.09272,2.96
6360,-159.32063_22.09281,2.96
6361,-159.31968_22.09265,2.96
6362,-159.33134_22.09675,2.96
6363,-159.33206_22.09666,2.96
6364,-159.33267_22.09703,2.96
6365,-159.33243_22.09613,2.96
6366,-159.33235_22.09557,2.96
6367,-159.33433_22.09627,2.96
6368,-159.33413_22.09572,2.96
6369,-159.33373_22.09398,2.96
6370,-159.33448_22.09492,2.96
6371,-159.33549_22.09623,2.96
6372,-159.31500_22.09389,2.96
6373,-159.32758_22.09398,2.96
6374,-159.32807_22.09417,2.96
6375,-159.32481_22.10538,3.0
6376,-159.30574_22.10249,3.0
6377,-159.31703_22.15865,3.0
6378,-159.30772_22.14463,3.0
6379,-159.31479_22.14655,3.0
6380,-159.30846_22.13798,3.0
6381,-159.30328_22.13509,3.0
6382,-159.30275_22.13526,3.0
6383,-159.30281_22.13713,3.0
6384,-159.30173_22.13571,3.0
6385,-159.30180_22.13593,3.0
6386,-159.30253_22.13826,3.0
6387,-159.30241_22.13953,3.0
6388,-159.30231_22.14016,3.0
6389,-159.31477_22.15369,3.0
6390,-159.30199_22.14078,3.0
6391,-159.30138_22.14086,3.0
6392,-159.30077_22.14193,3.0
6393,-159.31804_22.15700,3.0
6394,-159.34155_22.18708,3.0
6395,-159.33856_22.19811,3.0
6396,-159.33239_22.19247,3.0
6397,-159.33356_22.19198,3.0
6398,-159.37356_22.20102,2.55
6399,-159.40948_22.20716,2.55
6400,-159.40985_22.20743,2.55
6401,-159.40857_22.20908,2.55
6402,-159.41124_22.20830,2.55
6403,-159.40521_22.21192,2.55
6404,-159.42394_22.21902,2.55
6405,-159.40749_22.20454,2.55
6406,-159.40170_22.21249,2.55
6407,-159.40441_22.20913,2.55
6408,-159.40526_22.20939,2.55
6409,-159.40530_22.20242,2.55
6410,-159.40502_22.20243,2.55
6411,-159.40365_22.20250,2.55
6412,-159.42388_22.20562,2.55
6413,-159.40753_22.20764,2.55
6414,-159.40756_22.20652,2.55
6415,-159.50356_22.20117,2.59
6416,-159.50344_22.20157,2.59
6417,-159.56056_22.22236,2.59
6418,-159.45855_22.20065,2.55
6419,-159.49015_22.21446,2.55
6420,-159.55429_22.20487,2.59
6421,-159.54104_22.21186,2.59
6422,-159.55149_22.22362,2.59
6423,-159.55064_22.22252,2.59
6424,-159.54558_22.22005,2.59
6425,-159.54768_22.22097,2.59
6426,-159.56347_22.22038,2.59
6427,-159.57640_22.21996,2.59
6428,-159.52143_21.92181,2.87
6429,-159.34447_22.18928,3.0
6430,-159.40705_22.20897,2.55
6431,-159.47931_21.89055,2.62
6432,-159.72377_21.97326,2.92
6433,-159.72494_21.97384,2.92
6434,-159.72315_21.97506,2.92
6435,-159.72144_21.97504,2.92
6436,-159.72490_21.97278,2.92
6437,-159.72441_21.97248,2.92
6438,-159.72494_21.97236,2.92
6439,-159.67162_21.96343,2.92
6440,-159.71943_21.96915,2.92
6441,-159.72284_21.97148,2.92
6442,-159.71891_21.96981,2.92
6443,-159.72214_21.97000,2.92
6444,-159.71919_21.97149,2.92
6445,-159.71671_21.97292,2.92
6446,-159.71656_21.97282,2.92
6447,-159.70941_21.96366,2.92
6448,-159.69864_21.96178,2.92
6449,-159.69778_21.96176,2.92
6450,-159.70360_21.96420,2.92
6451,-159.70533_21.96518,2.92
6452,-159.70767_21.96503,2.92
6453,-159.71488_21.96863,2.92
6454,-159.71449_21.96839,2.92
6455,-159.70571_21.96137,2.92
6456,-159.70535_21.96190,2.92
6457,-159.70465_21.96411,2.92
6458,-159.70603_21.96440,2.92
6459,-159.70681_21.96390,2.92
6460,-159.71253_21.96704,2.92
6461,-159.71248_21.96730,2.92
6462,-159.67348_22.10692,2.92
6463,-159.64854_22.12236,3.13
6464,-159.65286_22.12801,2.92
6465,-159.45990_21.90442,2.71
6466,-159.45948_21.90413,2.71
6467,-159.36273_21.96514,2.67
6468,-159.35873_21.96403,2.67
6469,-159.37087_22.05731,2.67
6470,-159.38511_22.05367,2.67
6471,-159.49581_22.20488,2.59
6472,-159.49557_22.20548,2.59
6473,-159.58682_21.92075,3.13
6474,-159.58877_21.92152,3.13
6475,-159.58843_21.92143,3.13
6476,-159.58872_21.92445,3.13
6477,-159.39400_22.20410,2.55
6478,-159.37161_21.96982,2.67
6479,-159.35873_22.07724,2.67
6480,-159.36938_22.08218,2.67
6481,-159.36141_22.07666,2.67
6482,-159.36880_21.97296,2.67
6483,-159.34215_22.05951,2.6
6484,-159.37389_22.05457,2.67
6485,-159.37575_22.05393,2.67
6486,-159.39067_22.06090,2.67
6487,-159.38924_22.06302,2.67
6488,-159.38856_22.06016,2.67
6489,-159.39134_22.06300,2.67
6490,-159.58857_21.92075,3.13
6491,-159.58758_21.92120,3.13
6492,-159.58668_21.91876,3.13
6493,-159.58798_21.92173,3.13
6494,-159.58866_21.92256,3.13
6495,-159.58715_21.92274,3.13
6496,-159.58711_21.92336,3.13
6497,-159.58502_21.92355,3.13
6498,-159.58815_21.92500,3.13
6499,-159.58783_21.92544,3.13
6500,-159.59698_21.90397,3.13
6501,-159.59669_21.90402,3.13
6502,-159.57302_21.91896,3.13
6503,-159.52414_21.90651,2.87
6504,-159.36840_22.05367,2.6
6505,-159.37067_22.05601,2.6
6506,-159.36940_22.05459,2.6
6507,-159.45080_21.88061,2.71
6508,-159.45178_21.87943,2.71
6509,-159.45036_21.88349,2.71
6510,-159.45173_21.88112,2.71
6511,-159.52062_21.91814,2.87
6512,-159.51908_21.91901,2.87
6513,-159.52077_21.91767,2.87
6514,-159.51238_21.92776,2.87
6515,-159.51561_21.92856,2.87
6516,-159.52376_21.91117,2.87
6517,-159.51439_21.90698,2.87
6518,-159.49177_21.88577,2.62
6519,-159.35943_22.07188,2.6
6520,-159.35843_22.06821,2.6
6521,-159.50438_22.20056,2.59
6522,-159.52462_21.92658,2.87
6523,-159.52530_21.92744,2.87
6524,-159.52573_21.92764,2.87
6525,-159.35753_22.09645,2.67
6526,-159.40253_22.21094,2.55
6527,-159.40482_22.20913,2.55
6528,-159.58640_21.91414,3.13
6529,-159.57705_21.91426,2.87
6530,-159.57550_21.91547,2.87
6531,-159.57459_21.91493,2.87
6532,-159.57521_21.91397,2.87
6533,-159.48479_21.92633,2.62
6534,-159.48422_21.93198,2.62
6535,-159.46529_21.89477,2.71
6536,-159.39238_22.05747,2.67
6537,-159.37124_22.09828,3.0
6538,-159.53523_21.92411,2.87
6539,-159.53400_21.92491,2.87
6540,-159.53195_21.92443,2.87
6541,-159.53456_21.92441,2.87
6542,-159.49968_21.92335,2.87
6543,-159.49798_21.92503,2.87
6544,-159.49949_21.91922,2.62
6545,-159.37047_21.96955,2.67
6546,-159.37256_21.97079,2.67
6547,-159.37117_21.97129,2.67
6548,-159.37743_21.97966,2.67
6549,-159.49842_22.20450,2.59
6550,-159.36912_21.96961,2.67
6551,-159.36954_21.96812,2.67
6552,-159.36916_21.96856,2.67
6553,-159.37293_21.96811,2.67
6554,-159.30694_22.13560,3.0
6555,-159.31496_22.14544,3.0
6556,-159.51325_21.92134,2.87
6557,-159.52568_21.92403,2.87
6558,-159.52667_21.92337,2.87
6559,-159.52485_21.92452,2.87
6560,-159.52789_21.92258,2.87
6561,-159.52953_21.92071,2.87
6562,-159.51706_21.90493,2.87
6563,-159.51979_21.90572,2.87
6564,-159.51895_21.90581,2.87
6565,-159.51955_21.91386,2.87
6566,-159.52275_21.91639,2.87
6567,-159.51818_21.90700,2.87
6568,-159.51783_21.90720,2.87
6569,-159.51785_21.90583,2.87
6570,-159.51958_21.90714,2.87
6571,-159.51770_21.91069,2.87
6572,-159.51681_21.91148,2.87
6573,-159.52120_21.91330,2.87
6574,-159.51956_21.91254,2.87
6575,-159.51909_21.91164,2.87
6576,-159.52273_21.91885,2.87
6577,-159.51887_21.91780,2.87
6578,-159.51814_21.91774,2.87
6579,-159.51193_21.92969,2.87
6580,-159.51293_21.92822,2.87
6581,-159.51919_21.93769,2.87
6582,-159.52171_21.93426,2.87
6583,-159.52269_21.93680,2.87
6584,-159.52185_21.93108,2.87
6585,-159.52529_21.93154,2.87
6586,-159.51776_21.93302,2.87
6587,-159.52644_21.93548,2.87
6588,-159.52912_21.92799,2.87
6589,-159.52943_21.93006,2.87
6590,-159.52843_21.92878,2.87
6591,-159.52846_21.92960,2.87
6592,-159.52986_21.92932,2.87
6593,-159.50440_21.92570,2.87
6594,-159.49990_21.92280,2.62
6595,-159.49990_21.92250,2.62
6596,-159.49544_21.91860,2.62
6597,-159.49946_21.92565,2.87
6598,-159.50753_21.92788,2.87
6599,-159.50774_21.92793,2.87
6600,-159.50653_21.92849,2.87
6601,-159.49717_21.91897,2.62
6602,-159.50605_21.92478,2.62
6603,-159.49845_21.91552,2.62
6604,-159.49720_21.91456,2.62
6605,-159.49940_21.91372,2.62
6606,-159.49995_21.91363,2.62
6607,-159.50052_21.91423,2.62
6608,-159.48122_21.91679,2.62
6609,-159.47960_21.91559,2.62
6610,-159.48004_21.91646,2.62
6611,-159.48319_21.91594,2.62
6612,-159.39760_21.96229,3.23
6613,-159.39941_21.96282,3.23
6614,-159.40043_21.96324,3.23
6615,-159.33668_22.05434,2.6
6616,-159.33637_22.05419,2.6
6617,-159.32954_22.09361,2.96
6618,-159.32492_22.09529,2.96
6619,-159.32426_22.09763,2.96
6620,-159.48370_21.93006,2.62
6621,-159.48426_21.92648,2.62
6622,-159.48508_21.92979,2.62
6623,-159.46222_21.90131,2.71
6624,-159.46772_21.90507,2.62
6625,-159.46623_21.90237,2.71
6626,-159.45184_21.88253,2.71
6627,-159.46252_21.90692,2.71
6628,-159.45987_21.90574,2.71
6629,-159.45860_21.90542,2.71
6630,-159.45712_21.90480,2.71
6631,-159.46108_21.88438,2.71
6632,-159.46216_21.88654,2.71
6633,-159.46114_21.88792,2.71
6634,-159.36360_21.95196,3.23
6635,-159.36535_21.95283,3.23
6636,-159.36036_21.96430,2.67
6637,-159.36140_21.96559,2.67
6638,-159.39429_21.96591,3.23
6639,-159.39081_21.96556,3.23
6640,-159.39138_21.96413,3.23
6641,-159.39306_21.96348,3.23
6642,-159.39358_21.96422,3.23
6643,-159.39847_21.96433,3.23
6644,-159.39751_21.96444,3.23
6645,-159.33727_22.05619,2.6
6646,-159.36775_21.97144,2.67
6647,-159.36718_21.96883,2.67
6648,-159.37048_21.96883,2.67
6649,-159.36468_21.96213,2.67
6650,-159.36962_21.96600,2.67
6651,-159.36945_21.96643,2.67
6652,-159.33463_22.05467,2.6
6653,-159.33575_22.05521,2.6
6654,-159.34105_22.05419,2.6
6655,-159.33879_22.05668,2.6
6656,-159.34620_22.05629,2.6
6657,-159.34711_22.05652,2.6
6658,-159.34786_22.05697,2.6
6659,-159.34869_22.05781,2.6
6660,-159.34425_22.05888,2.6
6661,-159.34519_22.05806,2.6
6662,-159.34472_22.05909,2.6
6663,-159.34333_22.05790,2.6
6664,-159.34572_22.05728,2.6
6665,-159.34170_22.05711,2.6
6666,-159.34146_22.05505,2.6
6667,-159.34190_22.05264,2.6
6668,-159.34511_22.05429,2.6
6669,-159.37319_22.05302,2.6
6670,-159.37122_22.05327,2.6
6671,-159.37815_22.06036,2.67
6672,-159.38066_22.05637,2.67
6673,-159.39209_22.05840,2.67
6674,-159.36368_22.04759,2.6
6675,-159.36219_22.04634,2.6
6676,-159.36709_22.05045,2.6
6677,-159.37112_22.05892,2.67
6678,-159.38334_22.05575,2.67
6679,-159.38378_22.05588,2.67
6680,-159.38494_22.05487,2.67
6681,-159.37425_22.05463,2.67
6682,-159.37461_22.05383,2.67
6683,-159.36778_22.05385,2.6
6684,-159.38708_22.05902,2.67
6685,-159.38681_22.05706,2.67
6686,-159.39274_22.06348,2.67
6687,-159.39272_22.06531,2.67
6688,-159.39319_22.06528,2.67
6689,-159.37039_22.05292,2.6
6690,-159.38228_22.05719,2.67
6691,-159.38208_22.05772,2.67
6692,-159.38269_22.05875,2.67
6693,-159.38141_22.06046,2.67
6694,-159.38097_22.06060,2.67
6695,-159.38315_22.06002,2.67
6696,-159.38539_22.06587,2.67
6697,-159.36020_22.06874,2.6
6698,-159.36086_22.06886,2.6
6699,-159.37087_22.07501,2.67
6700,-159.37248_22.07568,2.67
6701,-159.37126_22.07533,2.67
6702,-159.37205_22.09716,3.0
6703,-159.37430_22.09869,3.0
6704,-159.37119_22.09593,3.0
6705,-159.37998_22.08336,2.67
6706,-159.37856_22.08360,2.67
6707,-159.36815_22.07004,2.67
6708,-159.31911_22.06831,2.96
6709,-159.32001_22.06834,2.96
6710,-159.31924_22.07119,2.96
6711,-159.31828_22.07529,2.96
6712,-159.32007_22.07425,2.96
6713,-159.31937_22.07653,2.96
6714,-159.31332_22.08034,2.96
6715,-159.31337_22.08204,2.96
6716,-159.31453_22.08314,2.96
6717,-159.32319_22.08796,2.96
6718,-159.36282_22.09363,2.67
6719,-159.34236_22.09667,2.96
6720,-159.32834_22.09478,2.96
6721,-159.32906_22.09582,2.96
6722,-159.31924_22.09689,2.96
6723,-159.31825_22.09778,2.96
6724,-159.32303_22.09357,2.96
6725,-159.32720_22.09745,2.96
6726,-159.34418_22.10056,2.96
6727,-159.34393_22.10182,2.96
6728,-159.34144_22.10042,2.96
6729,-159.32087_22.09480,2.96
6730,-159.31503_22.08492,2.96
6731,-159.31559_22.08393,2.96
6732,-159.32556_22.08212,2.96
6733,-159.33787_22.10129,2.96
6734,-159.33531_22.10213,2.96
6735,-159.33573_22.09979,2.96
6736,-159.33610_22.09987,2.96
6737,-159.33718_22.10042,2.96
6738,-159.33640_22.10101,2.96
6739,-159.32284_22.09314,2.96
6740,-159.32105_22.09398,2.96
6741,-159.32075_22.09355,2.96
6742,-159.32102_22.09327,2.96
6743,-159.32221_22.09310,2.96
6744,-159.32333_22.09135,2.96
6745,-159.32062_22.09066,2.96
6746,-159.32151_22.09101,2.96
6747,-159.33236_22.09656,2.96
6748,-159.33316_22.09676,2.96
6749,-159.33344_22.09661,2.96
6750,-159.33455_22.09579,2.96
6751,-159.33379_22.09545,2.96
6752,-159.33527_22.09605,2.96
6753,-159.32715_22.09501,2.96
6754,-159.32516_22.09311,2.96
6755,-159.32555_22.09315,2.96
6756,-159.32770_22.09372,2.96
6757,-159.32787_22.09378,2.96
6758,-159.32880_22.09335,2.96
6759,-159.34589_22.11914,3.0
6760,-159.30408_22.10114,3.0
6761,-159.30140_22.10788,3.0
6762,-159.31688_22.13470,3.0
6763,-159.30701_22.14427,3.0
6764,-159.30489_22.14528,3.0
6765,-159.31446_22.14599,3.0
6766,-159.30491_22.13667,3.0
6767,-159.30463_22.13630,3.0
6768,-159.30447_22.13755,3.0
6769,-159.30271_22.13689,3.0
6770,-159.30289_22.13978,3.0
6771,-159.55622_22.22278,2.59
6772,-159.31241_22.14871,3.0
6773,-159.30712_22.15939,3.0
6774,-159.30735_22.15960,3.0
6775,-159.36673_22.19984,2.55
6776,-159.37718_22.20153,2.55
6777,-159.36490_22.18925,2.55
6778,-159.41009_22.22193,2.55
6779,-159.40808_22.20881,2.55
6780,-159.40846_22.20924,2.55
6781,-159.41044_22.20812,2.55
6782,-159.40894_22.21075,2.55
6783,-159.41012_22.20466,2.55
6784,-159.41106_22.20649,2.55
6785,-159.42742_22.21236,2.55
6786,-159.42353_22.21456,2.55
6787,-159.39794_22.21313,2.55
6788,-159.41104_22.20333,2.55
6789,-159.40491_22.20867,2.55
6790,-159.40471_22.20824,2.55
6791,-159.40446_22.20260,2.55
6792,-159.40288_22.20216,2.55
6793,-159.40777_22.20783,2.55
6794,-159.40765_22.20752,2.55
6795,-159.40564_22.20651,2.55
6796,-159.55913_22.22442,2.59
6797,-159.57057_22.22095,2.59
6798,-159.46187_22.20525,2.55
6799,-159.49629_22.20661,2.59
6800,-159.49674_22.20620,2.59
6801,-159.55448_22.20333,2.59
6802,-159.54155_22.21259,2.59
6803,-159.54949_22.21015,2.59
6804,-159.54785_22.20978,2.59
6805,-159.54616_22.22242,2.59
6806,-159.55199_22.22249,2.59
6807,-159.54646_22.22088,2.59
6808,-159.54324_22.21762,2.59
6809,-159.52476_21.90648,2.87
6810,-159.43721_22.17546,2.55
6811,-159.46078_21.89153,2.71
6812,-159.72303_21.97367,2.92
6813,-159.72457_21.97354,2.92
6814,-159.72195_21.97512,2.92
6815,-159.72264_21.97251,2.92
6816,-159.72436_21.97216,2.92
6817,-159.69459_21.96187,2.92
6818,-159.72182_21.97175,2.92
6819,-159.70335_21.96393,2.92
6820,-159.67219_21.96338,2.92
6821,-159.67124_21.96412,2.92
6822,-159.72005_21.96929,2.92
6823,-159.72100_21.97118,2.92
6824,-159.72209_21.97014,2.92
6825,-159.71997_21.97480,2.92
6826,-159.71940_21.97349,2.92
6827,-159.71940_21.97163,2.92
6828,-159.72014_21.97252,2.92
6829,-159.71787_21.97157,2.92
6830,-159.70817_21.96333,2.92
6831,-159.69959_21.96271,2.92
6832,-159.66199_22.12874,2.92
6833,-159.45905_21.90366,2.71
6834,-159.37226_22.05832,2.67
6835,-159.37127_22.05827,2.67
6836,-159.37308_22.05761,2.67
6837,-159.37351_22.05756,2.67
6838,-159.49305_22.20362,2.59
6839,-159.67049_21.95715,2.92
6840,-159.52138_21.92858,2.87
6841,-159.36937_21.97230,2.67
6842,-159.34104_22.05934,2.6
6843,-159.34316_22.06079,2.6
6844,-159.37616_22.05334,2.67
6845,-159.37549_22.05465,2.67
6846,-159.39056_22.06117,2.67
6847,-159.38974_22.06114,2.67
6848,-159.38572_22.06072,2.67
6849,-159.65852_21.96666,2.92
6850,-159.65776_21.96423,2.92
6851,-159.66084_21.96395,2.92
6852,-159.58674_21.92101,3.13
6853,-159.58867_21.92191,3.13
6854,-159.58737_21.92224,3.13
6855,-159.58861_21.92275,3.13
6856,-159.58801_21.92295,3.13
6857,-159.58630_21.92122,3.13
6858,-159.58602_21.92114,3.13
6859,-159.58819_21.92476,3.13
6860,-159.58924_21.92225,3.13
6861,-159.59715_21.90397,3.13
6862,-159.48635_21.92317,2.62
6863,-159.48819_21.92683,2.62
6864,-159.48666_21.92764,2.62
6865,-159.45953_21.90877,2.71
6866,-159.52277_21.90534,2.87
6867,-159.52257_21.90636,2.87
6868,-159.48853_21.92517,2.62
6869,-159.37000_22.05368,2.6
6870,-159.36786_22.05331,2.6
6871,-159.36824_22.05269,2.6
6872,-159.37004_22.05414,2.6
6873,-159.36966_22.05447,2.6
6874,-159.36934_22.05418,2.6
6875,-159.45084_21.88030,2.71
6876,-159.45112_21.88011,2.71
6877,-159.45179_21.87776,2.71
6878,-159.45178_21.87959,2.71
6879,-159.45038_21.88296,2.71
6880,-159.45061_21.88118,2.71
6881,-159.51987_21.91917,2.87
6882,-159.51972_21.91785,2.87
6883,-159.51835_21.91886,2.87
6884,-159.51346_21.90705,2.87
6885,-159.51079_21.91604,2.87
6886,-159.49509_21.91693,2.62
6887,-159.35975_22.06950,2.6
6888,-159.35924_22.06993,2.6
6889,-159.35781_22.07027,2.6
6890,-159.52552_21.92698,2.87
6891,-159.47106_21.87941,2.62
6892,-159.47203_21.88050,2.62
6893,-159.36178_22.10072,3.0
6894,-159.36200_22.08975,2.67
6895,-159.40643_22.20929,2.55
6896,-159.40316_22.21130,2.55
6897,-159.40293_22.21116,2.55
6898,-159.40386_22.21046,2.55
6899,-159.57374_21.91475,2.87
6900,-159.57739_21.91245,2.87
6901,-159.57649_21.91325,2.87
6902,-159.57625_21.91389,2.87
6903,-159.57614_21.91416,2.87
6904,-159.57527_21.91494,2.87
6905,-159.57493_21.91503,2.87
6906,-159.48316_21.92880,2.62
6907,-159.48514_21.92240,2.62
6908,-159.48299_21.93363,2.62
6909,-159.48398_21.93349,2.62
6910,-159.48773_21.92632,2.62
6911,-159.46550_21.89654,2.71
6912,-159.46658_21.90111,2.62
6913,-159.37531_22.06182,2.67
6914,-159.37427_22.06389,2.67
